,_c0,exhibition_name,poster_link,exhibition_description,exhibition_place,start_period,end_period,place
10,403,색을 더하다,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=e818cb5c5e5d5ff7e7c0d6d3337169fd13e27cc0df58d0800d2b142a2917067e,사람들은 그림을 떠올리면 예술가를 떠올립니다 그리고 그것은 자기의 삶과는 전혀 무관하다고 여깁니다 그래서 현대인들은 그림과는 거리가 먼 생활을 합니다 그러나 그림은 누구나 그릴 수 있고 마음을 표현하는 가장 오래된 방식 중 하나입니다 그렇게 시작되었습니다 순수하게 그림을 그리고자 하는 사람들이 모였습니다 대부분의 참여자들은 비전공자이고 여성입니다 년 여름 막연히 그림을 그리고 싶은 여성들을 대상으로 색을 테마로 한 조촐한 주말 클래스를 열었습니다 평소 그림에 관심이 있었거나 그리고 싶으나 마땅한 기회가 없어 무료한 주말을 보냈던 여성들이 한 자리에 모여 다양한 색상의 그림을 한 장씩 완성했고 그게 벌써 년이 되었습니다 이번 전시회는 그간에 진행된 클래스의 결과물입니다 그림을 그리는 동안 사람들은 물감을 풀고 섞듯이 각자 삶의 이야기를 풀어내기도 공통화제로 마음을 섞기도 했습니다 그러면서 자기만의 이야기 그림 를 찾고 타인의 그림을 보며 나에게 없는 색다른 지점들을 발견하기도 했습니다 이번 전시회에서는 사람마다 마음속에 품고 있는 자기만의 색을 발견하고 세상을 이루고 있는 다양한 색을 찾아내며 서로의 마음에 시선을 둬보는 시간을 가져보고자 합니다 그림도 그림이지만 색을 테마로 각자의 마음을 색을 찾아보면서 각박한 사회 속에서 각자가 느끼는 일상의 무게를 살짝이나마 덜어볼 수 있다면 얼마나 좋을까란 생각입니다 또한 그림이 예술가만 할 수 있는 특별한 것이 아닌 평범한 우리도 당연히 할 수 있는 것이라는 것을 그리는 사람뿐만 아니라 보는 사람들도 함께 느끼길 바랍니다 작가소개 이영하 대 이영아트테라피 대표 한때는 그림 그리는 일을 생업으로 했지만 지금은 아닌 사람 비전공자와 그림을 그리면서 다시 삶의 색을 찾음 김미진 대 그림은 무조건 예뻐야 한다고 생각함 같은 그림을 반복해서 그리는 것을 좋아하고 고양이와 엽서 만들기에 몰입하고 있음 김영은 대 온라인업체 디자이너로 활동 중 일이 아닌 진짜 그림을 그리고 싶어 참여함 김은경 대 책읽기와 글쓰기를 좋아하고 그림을 잘 그리진 못하지만 그림 그리기를 매우 좋아하여 이번 전시에 참여함 김수정 대 그림을 그리는 행위는 본인은 할 수 없는 일 영역으로 두었다가 우연한 기회에 참여하게 된 뒤 새로운 취미에 푹 빠져있음 정상은 대 직장을 다니는 워킹맘으로 자신만의 시간을 찾기 위해 그림 그리기에 참여함 주말마다 그림을 그리러 가는 엄마를 아이가 응원해 주고 있음 정선화 대 디자인을 전공하고 두 아이의 엄마로 살다가 그림을 그리면서 육아스트레스에서 벗어남 임지연 대 일 외에 꾸준히 하는 영역을 찾기 위해 그림을 시작함 이미지를 생산하는 일에 즐거움을 느끼고 전시에 참여함 색을 더하다,광화랑,2019-04-03,2019-04-03,세종문화회관
11,238,상상톡톡미술관 기획전시 `속닥속닥 아마존 이야기`,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=7845c1907bce5d540ed053088cd388fcb28116332331f452cbab0a66c25f7e24,꿈의숲아트센터 홈페이지 바로가기 속닥속닥 아마존 이야기 속닥속닥 아마존 이야기 체험전 상상톡톡미술관 기획전시 아마존 생태의 경이로운 순간들과 그곳에서 자연과 더불어 살아가는 원주민들의 삶을 엿볼 수 있는 생동감 넘치는 사진 회화작품 여점 전시 자연환경을 이해할 수 있는 다양한 형태의 체험 프로그램 구성 안드레스 우르타도 가르시아 콜롬비아 안드레스 우르타도 가르시아 는 환경 사진 전문 작가 및 기자이며 자연 환경 사진으로 국체적으로 다수의 환경상을 수상 국립 사몬 블리바르 수상 하였다 그 외 환경과 관련된 여러 해외 국가의 잡지에 저널리스트로도 활동 중이다 마누엘 아빌레스 프리에또 에콰도르 에콰도르 출신의 미누엘 아빌레스 프리에또 는 사진가로써 년전 에콰도르의 슈아르 지역에 자원봉사로 참여하면서 아마존과의 인연을 시작하였다 그는 번이 넘도록 이지 지역을 방문하여 정글에 대한 열정을 표출해왔다 빅토르 위고 이리사발 베네수엘라 빅토르 위고 이리사발 은 년동안 베네수엘라의 아마존 우림의 자연과 문화적 측면을 탐험하기 위해 노력했다 그는 오리노코강의 아노미미 족을 만나 지속적인 접촉을 통해 그들의 삶을 이해하고 몰두하게 되면서 사회학 지리학 인류학 현상적인 측면에서 그들을 통찰하고자 하였다 체험프로그램 아마존 전통 음식 아레빠 만들기 체험 아마존 지역의 특색있는 음식 아레빠를 직접 만들어볼 수 있는 특별한 체험 내가 만드는 천연 가습기 자연을 이해하고 표현해볼 수 있는 친환경 가습기만들기 체험 티켓 가격 및 할인 티켓 전시 체험패키지 원 전시관람 원 어린이 성인 동일 세이상 개월미만 유아 각 본인만 무료입장 할인 할인 항목해당시 전시 원 체험패키지 원 할인 세종유료회원 교직원할인 동반 인 인이상 단체 전화예약 필수 꿈의숲아트센터 공연 관람시 동반 인 꿈의숲 식음료 매장 영수증 할인 당일에 한함 국가유공자 본인만 장애인 동반 인까지,꿈의숲아트센터,2016-10-01,2016-10-01,꿈의숲아트센터
12,138,한글갤러리 기획전시 '나만의 한글 필통 만들기`,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=0f016d445b24ab2253e06a040ce7cf2913e27cc0df58d0800d2b142a2917067e,세종충무공이야기 홈페이지 바로가기 나만의 한글 필통 만들기 시민과 함께하는 한글 필통 모자이크전 전시기간 매주 월요일 휴관 참여일시 장소 세종이야기 한글갤러리 참가비 원 현장구입 나만의 한글 필통 만들기 시민과 함께하는 한글 모자이크전,세종이야기전시장,2016-09-13,2016-09-13,세종문화회관
13,332,이정섭 개인전,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=3ce9139aea7f98a5ecc8b4913d8a904813e27cc0df58d0800d2b142a2917067e,이정섭 개인전 텍스트 풍경 수 화 요즈음 시대에 발생하는 다양한 사회적 현상을 미디어 텍스트에서 채집하고 그 언어가 지닌 익명성의 지시적 의미를 화면에 구성한 이정섭의 텍스트 풍경 은 보여 지는 그림에서 읽어내는 그림으로 개념화 시킨 사물과 풍경이미지를 수채화 투명기법으로 담아냈다 주로 청색계열 색상을 이용하여 특정 기호와 숫자를 반복적으로 사용하였는데 이는 각자 같으면서도 다른 의미를 지닌 수많은 개체들을 상징적으로 표현 한 것이다 구름 조각배 의자 연꽃 길 안개 나무 등의 형상은 관람자들의 관점에 따라 보이기도 보이지 않기도 하는 텍스트와 함께 의미 없는 배경 이미지가 되거나 현실 의미를 다르게 번역시키기도 할 것이다 우리는 무엇이 옳고 그르다는 경계가 퇴색되어가는 사회에 살고 있다 이러한 경계의 모호함은 우리가 해결해야할 중요한 과제이기에 인간의 영원한 스승인 자연으로부터 회화의 언어적 기능을 통해 소통과 화합에 대한 답을 찾는 과정이다 작가소개 이 정 섭 년생 홍익대학교 미술대학원 회화전공 대한민국미술대전 심사위원 역임 사 한국수채화협회 공모전 운영 심사위원 역임 전북 미술대전 심사위원 역임 순천 미술대전 심사위원 역임 경기미술대전 나혜석미술대전 운영위원 역임 사 한국미술협회 상형전 현대사생회 회원 사 한국수채화협회 감사 개인전 년 텍스트 풍경 세종문화회관 광화랑 년 보도기사의 회화적 상상 인사아트센터 년 풍류 알파갤러리 초대전 년 심상의 풍경 서울갤러리 단체전 년 인천현대수채화제전 인천종합문화예술회관 사 한국수채화협회 정기전 한국미술관 제 회 상형전 정기전 인사아트센터 층 수원 화성을 가다 수원미술전시관 한국 수채화 페스티벌 성남아트센터 사 한국수채화협회 제 대 뉴 리더 초대전 갤러리 미술세계 제 전시장 미술세계아카데미 페스티벌 갤러리 미술세계 대한민국 털 전 두번째 인사아트프라자 갤러리 년 현대사생회전 라메르갤러리 인왕산을 품다 갤러리 한국수채화협회전 한국미술관 대한민국 풍경사생단체 중진원로화백 초대전 일지미술관 인천 현대수채화제전 인천종합문화예술회관 무릉계곡 한 여름밤의 꿈 전 월산미술관 월산미술관 개관기념초대전 월산미술관 불꽃의 화가들 상형전 회 정기전 한가람미술관 년 너른고을미술제 영은미술관 겸재를 만나다 갤러리 대한민국 중심작가 초대전 균포문화예술회관 현대사생회전 라메르갤러리 상형그룹 변산 아트쇼 휘목미술관 사 한국수채화협회전 세계수채화 트리엔날레 예술의전당 한가람미술관 상형전 회 기념전 예술의전당 한가람 미술관 층 전관 년 현대사생회전 라메르갤러리 너른골미술제 영은미술관 수채화 인천을 담다 인천한중문화관 기획전시실 회 상형전 한국미술관 광주미술인전 광주문화스포츠센터 전시장 상형전 울산전 대박에 봄 색을 입히다 울산현대예술관 사 한국수채화협회전 한국미술관 인제 설경전 내설악예술인촌 공공미술관 년 현대사생회전 서울미술관 상형전 호전 한전아트센터 전관 사 한국수채화협회전 한국미술관 소외 환경 이웃돕기전 그랜드힐튼서울 그랜드볼룸 년 현대사생회전 서울미술관 상형전 호전 한전아트센터 전관 보도기사의 회화적 상상 회개인전 인사아트센터 사 한국수채화협회전 예술의전당 한가람미술관 년 제 회 상형전 공평아트센터 홍익대학교 미술대학원 회화 인전 영은미술관 아트스트 메니지먼트 프로그램 사 한국수채화협회전 라메르 갤러리 년 회 상형전 세종문화회관 전관 사 한국수채화협회전 예술의전당 한가람미술관 년 사 한국수채화협회전 한전갤러리 상형전 소품 초대전 통영 한산대첩 축제기념 남망갤러리 상형전 정기전 세종문화회관 전관 대한민국수채화작가회전 인사동 서울갤러리 운당아트홀 개관기념 초대전 윤당갤러리 상형전 하계수련회 소품초대전 인사동 본 갤러리 대한민국 현대미술 르네상스 초대전 단원미술관 울산 숲 초대전 울산 사 한국일요화가회전 조형갤러리 년 사 한국수채화협회전 예술의전당한가람미술관 바다가 보이는 풍경전 대한민국수채화 아트페어 인사아트센터 상형전 정기전 세종문화회관 한국수채화페스티발 성남아트센터 미술관 천호회전 단성갤러리 사 한국일요화가회전 조형갤러리 년 상형전 광주 대동갤러리 초대전 상형전 정기전 세종문화회관 북우회전 대전갤러리 사 한국일요화가회전 조형갤러리 년 한 중 회화 교류전 중국 하얼빈 우순미술관 수원화성 전 수원미술관 대한민국 수채화작가회 대구 경북 지회 창립전 년 아시아수채화 연맹전 싱가폴 전 세종문화회관 년 중국허창박물관 초청전 중국허창박물관 한국미술협회전 예술의전당 한가람미술관 경기수채화협회전 수원미술관 년 한중 수채화협회 창립전 서울갤러리 한국수채화협회 제주 초청정 제주도 문에회관 한국미술협회전 예술의전당 한가람미술관 년 아시아 수채화대전 부산시립미술관 년 이정섭 수채화전 제 회 개인전 서울갤러리 한국미술협회전 예술의 전당 수채화 향기전 일산롯데백화점 갤러리 년 한국수채화 인전 동덕갤러리 한국수채화협회전 예술의전당 흑백전 백송화랑 년 대한민국 수해화작가회전 서울갤러리 년 한국수채화협회전 예술의전당 세종문화회관 시립미술관 년 한불 수채화합동전 서울갤러리 년 창립전 조성희화랑 년 뜨거운여름 한줄기 실바람 풍경전 종로갤러리 년 한국야외수채화가회전 도올 동덕갤러리 수상 년 한독미술가협회 공모전 비구상 입선 회 특선 년 구상전 공모전 비구상 입선 년 경인미술대전 비구상 입선 년 한국수채화협회 공모전 입선 회 특선 상 인터넷 카페 이정섭 미술관 홈페이지,광화랑,2017-11-08,2017-11-08,세종문화회관
14,308,제31회 서울발달장애인사생대회 작품 전시회,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=d136573fd7ef5b3ae60b3811ef90e46f13e27cc0df58d0800d2b142a2917067e,매년 서울시 내 발달장애인들 약 명을 대상으로 사생대회 개최 발달장애인들의 예술적 능력을 함양하고 대회 작품들을 활용한 전시회를 통해 비장애인들에게 장애인식 개선 효과 마련 사생대회는 도화지화 초등부 중고등부 일반부 와 컴퓨터화 중고등부 일반부 로 나뉘어 진행되며 올해는 점의 작품이 입상함 입상 작품 중 대상 금상 은상 특별상 총 여 작품을 전시,광화랑,2017-05-24,2017-05-24,세종문화회관
15,242,야외미술교육프로그램 ‘꿈의숲 그림도시락’,,꿈의숲아트센터 홈페이지 바로가기 돋움 자연을 통한 시각적 경험과 직접적인 체험들을 통해 활동성 향상에 도움을 주고 이를 통한 자연의 다양한 소재들을 활용하여 직접 미술 표현으로 연결하는 야외 미술체험학습 돋움,꿈의숲아트센터,2017-05-07,2017-05-07,꿈의숲아트센터
16,401,느낌의영역 - 도시의 골목,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=00b6dbfe3d34805cd1ae4a46b2b2503f13e27cc0df58d0800d2b142a2917067e,작업 의도 느낌의영역 나의 소심함에 다른 사람과의 관계를 만들어 나가는 것은 주춤거리지만 그럼에도 불구하고 나의 그림과 관람자와의 물리적 거리 속에서 소통은 간절했던 것 같다 그 결과로 느낌의영역 이란 타이틀을 끌어냈고 작업과 전시에 매진했다 자의든 타의든 작가는 끊임없이 자신을 들여다보는 일을 하게 되고 자연스럽게 작업의 변화가 뒤따른다 도시의 골목 내 어릴 때 골목은 우리들의 놀이터였고 이웃한 사람들이 소통하는 길이었고 지친 하루를 등에 진 사람들이 집으로 돌아가는 길이었다 도시의 급속한 변화는 기억 외에는 과거를 추억 할 수 있는 것이 거의 남지 않았다 나는 기억 속에서 떠올려지는 누구누구네 아들딸의 이야기 내 동무의 어릴 적 모습에서 직장인으로 성장한 모습과 결혼까지의 이야기 이웃집 아무개가 사고를 쳐서 엄마에게 호되게 혼났던 이야기들을 불현듯 떠올리며 과거의 시간을 형상화 하고 싶었다 요란하고 바쁘기만 한 도시보다는 아직 그곳의 이야기가 남아있는 풍경을 찾아보았다 돈의 가치로 존재하는 것이 아니라 살아가는 이야기를 나눌 수 있는 이웃이 있는 골목을 말이다 우쭐대는 건축물이 아니라 작지만 예쁜 집들이 아롱아롱 모여 있는 골목의 이야기를 전하고 싶다 작업 방식 어릴 때의 기억을 바탕으로 작업하기 위해서 형태를 단순하게 하였다 그리고 색감은 마치 블록 장난감처럼 화려한 색을 사용하였다 마지막으로 과거의 흐릿한 기억을 표현하기 위하여 롤러를 사용하여 경계를 부분적으로 무너뜨렸다 전시 개인전 회 한국수채화공모전 수상 전시전 부산비엔날레사생대전 여성 오늘전 미술협회여성분과소품전 남북 여성오늘전 한국현대미술 유망작가 초대전 한중교류상해 초대전 비젼 현대미술의단면전 불일불이전 한강흐름전 한국미술협회 정기전 양천미술협회 정기전 현대여성작가회 정기전 대한민국미술단체 일원회 정기전 서울여류화가협회 정기전 현대사생회 정기전 그 외 다수 출판 수채화 그리기 시각장애인 시집 점 윤동주시집 표지 수상 부산비엔날레 특선 수채화협회 공모전 특선 회 입선 회 현재 한국미술협회 양천미술협회 서울여류화가협회 대한민국화가 일원회 회원,광화랑,2019-03-20,2019-03-20,세종문화회관
17,99,"제54회 한국보도사진전 하나된 열정, 모두의 불꽃",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=1efe630752f4b92ad363ac699db70ac47099ceac4f07ec9d8d4ae8ef1c56e1d4,제 회 한국보도사진전 하나의 열정 모두의 불꽃 수 화 세종문화회관 미술관 전시소개 한국사진기자협회 는 년 전국 일간지와 통신사에 소속된 사진기자들의 권익을 옹호하고 취재환경을 개선하여 언론문화의 발전과 보도사진의 지속적인 연구를 위하여 창립되었습니다 한국사진기자단 이라는 이름으로 출발하여 년 한국사진기자협회 로 개칭하였으며 현재 개 매체 여 명의 사진기자들이 회원으로 활동하고 있습니다 년 월 일 제 회 보도사진전을 개최한 이래 한국사진기자협회는 사진기자들의 눈으로 바라본 동시대 삶의 모습 역사적인 상황을 기록한 사진으로 매년 한국보도사진전 을 개최해 왔습니다 유신 정권에 의해 개최되지 못한 년도의 제 회 전시는 예외 또한 지난 년도에 취재 보도한 사진 중에서 정치 경제 사회 문화 관련 뉴스 스포츠 인물 예능 시사와 생활 등 각 분야별 사진으로 편집한 보도사진연감 을 매년 발행해 왔습니다 이 연감은 지난 한 해 한국의 상황을 재확인할 수 있게 하며 후대에도 전해질 중요한 시각자료와 증거자료로서의 가치를 지닐 것입니다 그런 의미에서 사진기자협회의 행보는 곧 한국 현대사의 기록 그 자체라고 할 수 있겠습니다 하나된 열정 모두의 불꽃 이라는 제목으로 진행되는 이번 전시에는 지난 한 해 년 동안 사진기자들이 시대의 진실을 기록한다는 사명감으로 역사의 현장을 묵묵히 지키며 취재한 수백만 컷 중에서 개 부문으로 나누어 선정한 여 점과 주제전 하나된 열정 모두의 불꽃 한국보도사진전 역대 대상 수상작 미국 포토 저널리즘 워크샵 를 포함하여 총 여 점의 사진이 소개됩니다 올해는 특별히 더 많은 시민들과 소통하고 공감하기 위하여 전문 전시 공간인 세종문화회관 미술관에서 개최됩니다 그 동안 신문이나 책자의 지면 온라인을 통하여 보여졌던 사진을 주제별로 재구성하여 전시공간에서 소개함으로써 보도사진의 폭넓은 소통의 장을 마련하고자 합니다 이번 제 회 보도사진전에서 역사의 증거로 남을 그 결정적 순간들과 함께 하시기 바랍니다 또한 이번 전시는 언제 어디서나 보실 수 있도록 온라인 전시와 함께 진행되니 많은 관심을 부탁 드립니다 전시구성 사진으로 보는 뉴스 인간 삶의 기록 삶 속의 예술 자연과 더불어 살다 한국보도사진전 역대 대상 수상작 주제전 하나된 열정 모두의 불꽃 주한미국대사관 공동 주최 포토 저널리즘 워크샵 현장의 사진기자,세종미술관2관,2018-03-21,2018-03-21,세종문화회관
18,86,청암 한상봉 개인전,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=1134992a18c79ce4586061a5f2b292a7c5632144e692c09ac9214915f513b19a,바탕글 맑은 고딕 맑은 고딕 맑은 고딕 자연의 아름다움 바탕글 맑은 고딕 맑은 고딕 맑은 고딕 이번 작품전시는 년 만에 갖는 번째 개인전으로 맑은 고딕 년 년 년 년 년 년의 작품들을 모아 대작에서부터 소작까지 작품이 출품 전시됩니다 맑은 고딕 주로 실경산수 관념산수를 비롯해 반추상화 추상 모든 장르를 뛰어넘는 색과 먹의 번짐에서 오는 신비함을 표현한 작품으로 어느 화법에도 얽매이지 않은 독창적인 조형기법으로 색의 오묘한 자유로운 변화를 주고자 하였습니다 맑은 고딕 또한 때론 강한 필력으로 꿈틀거리는 생동감을 표현했고 때론 잔잔하고 섬세한 자연에 아름다움을 표출하여 태고의 아름다운 모습을 잃지 않는 자연 앞에서 내면과 합일하고자 하는 의지가 전시의 취지입니다,세종미술관2관,2016-06-08,2016-06-08,세종문화회관
19,201,도시경관(都市景觀),https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=faec0c25744c22e99776405c0fa72802d544d2f92bf9272d66cf58365b71029d&streFileNm=74cbc40c58927549277b3c6628a195daad9dfc36288f971a5bacb5e178aa54a2,도시경관 매주 월요일 휴관 북서울꿈의숲 상상톡톡미술관 참여작가 고병선 이재훈 이익재 입장료 무료 주최 재 세종문화회관 맑은 고딕 도시경관 맑은 고딕 은 우리에게 익숙한 도시를 소재로 작업하는 세 사진가 고병선 이재훈 이익재의 그룹전으로 기획되었다 사진가의 렌즈로 바라본 도시 풍경을 통해 현대 도시 사회의 이면을 들여다보고 작가들의 시대 의식을 공유하고자 한다 맑은 고딕 맑은 고딕 고병선의 수인선 보고 는 폐선된 수인선 철로 주변 풍경을 통해 도시의 역사와 현실을 조망한다 수원과 인천을 오가는 협궤열차였던 수인선은 한때 경기만 인근 주민들의 주요 이동수단이었으나 도로교통의 발달과 산업화 등 도시의 변모로 제 기능을 잃고 년을 마지막으로 폐지되었다가 년 전철로 재개통되었다 작가에게 수인선은 어린 시절 추억을 떠올리게 하는 대상이자 도시 개발로 변해 가는 것들에 대한 상징물이다 작가는 수인선을 매개로 도시 개발에 얽힌 이해관계들을 드러내고 그 가운데 도시가 잃어 가는 것들을 상기시킨다 맑은 고딕 맑은 고딕 이재훈은 도시 속에서 발견한 일종의 틈 경계의 순간에 주목하여 익숙한 공간에 균열을 내고 일상의 이면을 포착한다 작가는 이쪽과 저쪽 안과 밖 현실과 비현실을 구분 짓는 경계를 중간계 라 명명한다 경계는 너와 나를 나누는 구분선이지만 동시에 이질적인 대상들 간의 연결이 시작되는 곳이기도 하다 작가는 끊임없이 이곳과 저곳 사이를 헤매는 중간자가 되기를 자처하며 사물의 새로운 의미를 발견하고 일상에서 보이지 않던 저 너머 의 세계를 들춘다 맑은 고딕 맑은 고딕 이재훈이 익숙한 도시가 문득 낯설어지는 순간을 포착한다면 이익재의 환상도시 는 낯섦을 극대화한다 이익재에게 도시는 현실과 환상이 뒤섞인 공간이다 도시가 현실이면서도 환상적으로 익숙하면서도 낯설게 느껴지는 요인을 이익재는 대도시의 화려한 야경에서 발견한다 거대한 상업적 상징물들이 저마다 몽환적인 빛을 내는 풍경을 생경하게 제시하여 이 모습이 과연 우리가 지향하는 미래가 맞는지 묻는다 맑은 고딕 맑은 고딕 코로나 로 인해 대중교통은 감축 운행을 공원과 광장은 집합 금지를 시행하며 도시의 본래 역할과는 반대로 사람들을 밀어내고 있다 이 잠시 멈춤 의 기간 동안 앞으로 우리는 어떤 도시를 향해 나아가야 할지 생각해 보았으면 한다 맑은 고딕 맑은 고딕 맑은 고딕 맑은 고딕 작가소개 맑은 고딕 맑은 고딕 맑은 고딕 맑은 고딕 맑은 고딕 맑은 고딕 맑은 고딕 맑은 고딕 고병선 맑은 고딕 맑은 고딕 맑은 고딕 홍익대학교 산업미술대학원에서 사진디자인을 전공하였으며 년부터 회의 개인전과 다수의 단체전을 개최하였다 작업은 대형카메라를 이용한 다큐멘터리 사진형식과 함께 전통 흑백 사진이 가지고 있는 영역에 관심을 두고 지속적으로 탐구하고 있다 년에 인천문화재단 예술표현 활동지원 사업에 선정 개인전과 사진집을 발간하였다 맑은 고딕 맑은 고딕 맑은 고딕 맑은 고딕 이재훈 맑은 고딕 맑은 고딕 맑은 고딕 맑은 고딕 홍익대학교 일반대학원에서 사진을 전공하였으며 년부터 번의 개인전을 통해 도시 풍경을 사진으로 담아 오고 있다 사람과 도시 사이에 끼어 있는 중간 또는 중립적인 공간에 대한 개인적인 사색의 느낌으로 재해석한 작품이다 맑은 고딕 맑은 고딕 맑은 고딕 맑은 고딕 이익재 맑은 고딕 맑은 고딕 맑은 고딕 맑은 고딕 홍익대학교 일반대학원에서 디자인 공예학 박사 사진 수료까지 마치고 다방면의 작업을 하며 사진가로 활동하고 있다 년 개인전을 시작으로 총 번의 개인전을 했으며 주로 도시에서 보여줄 수 있는 소재들로 시각 이미지를 담아서 보여주었다 이익재의 작업은 낯익은 것이 낯선 것으로 뒤바뀌게 하는 힘의 근원이 무엇인지에 대해서 탐구하고 도시의 이중성이 보이는 환상을 보여주려고 한다 도시 작업 외에도 번외로 라는 주제로 를 작가적 새로운 시각으로 담아 사진 전시 사진 책 여러 회사들과 컬래버레이션을 통해 대중들에게 선보이고 있다 맑은 고딕 맑은 고딕,꿈의숲상상톡톡미술관,2021-05-14,2021-05-14,꿈의숲아트센터
20,264,랑이랑,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=2426cfdb91213e6c2bfb4b415637276b9760c7e9b412a1c98f151fb3e22ccba4,창작그림책을 시작으로 일러스트레이터로 일하면서도 권 이상의 동화책을 출간했으며 첫 동판화그림책을 하며 일러스트와 판화작가의 길을 걷고있습니다 현재 순수작업에 몰두하며 년 공공미술에 참여하고 헤이리에서 전시회를 꾸준히 활동하고 있습니다 이번 전시는 창작동화책을 만들어서 스토리보드와 완성된 그림과함께 캐릭터인형제작을 하려고 하고있습니다 인형들은 그림속에서 나와 벽과 그림주변에 되며 아트상품과 소품으로 판매를 하려고 합니다 그림은 사이즈 점외 다양한크기 그 외 인형 조형물들이 전시될 예정입니다 랑이랑,광화랑,2016-07-13,2016-07-13,세종문화회관
21,410,"일련의 과정, WORK IN PROGRESS",https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=6c44c15dc336db396aa5656d44715d8485c8ed646bf30fc7e70be0a5c4ef6432,안혜영 민승지 두 그림책 작가가 각자 작업한 출판물들을 선보인다 이번 전시에서 그림책이 갖는 의미들을 작업 노트 민낯의 드로잉 등을 통해 이야기한다 독립 출판에서 양산 출판으로 그리고 대형서점에 내기까지 작가가 고민하는 방식과 작품을 만들어가는 전체적인 과정을 엿볼 수 있다 작가소개 안혜영 안혜영은 서울에서 활동하는 일러스트레이터이자 그림책 작가로 마음 속 깊이 간직하고 싶은 순간과 감정들을 그림으로 표현 하고자 한다 주로 물의 표면과 흐름 반짝이는 빛과 같이 정형화되지 않은 소재에 관심이 많으며 종이 콜라주와 수채화 과슈물감으로 작업한다 민승지 민승지는 강원도 원주에 거주하고 있는 일러스트레이터이다 반복되는 일상에서 느껴지는 안도 를 표현하기 위해 먼지 같은 작은 것들을 본다 먼지에도 빛이 비쳐 은하수처럼 반짝이는 때가 있다 그런 순간들을 이야기로 풀어 그리는 작업을 즐겨한다 일러스트레이션 작업을 하며 그림책을 만드는 안혜영 민승지 작가의 전시입니다 두 작가는 그림책을 통해 매일 반복되는 일상으로 지친 독자들에게 위로를 건네고자 합니다 하나의 책이 나오기까지의 전체적인 과정을 보여주면서 작업 메모부터 원화 책에는 담지 못한 이야기와 컷까지 함께 담아냅니다 이 전시를 통해 그림책이라는 결과물이 어떤 과정을 거쳐 나오는지 엿볼 수 있습니다 또한 공동 주제로 진행한 작업물을 새롭게 선보일 예정입니다,광화랑,2019-05-22,2019-05-22,세종문화회관
22,275,정원,https://www.sejongpac.or.kr/cmmn/file/imageSrc.do?fileStreCours=1a889e8777af7e578d96596fbd2e16e9bb6d9ec4bb1f6894357ee3bde7a73807&streFileNm=0b9901449cf3822d074d935833c6d4d313e27cc0df58d0800d2b142a2917067e,정원을 통 하다 나의 정원은 실재하는 정원이기도 하지만 동시에 무언가를 상상하고 은유하는 무의식적 상상 속에서 그려내는 나만의 낙원이기도하다 각기 다른 시대 다른 장소로부터 옮겨온 식물들이 한 공간에서 서로 만나서 조화와 질서를 이루며 살아가는 모습을 보며 나는 그들로부터 생명의 신비함과 원초적 에너지를 느끼며 희망과 미지의 세계를 경험하고 비로소 정신의 정원으로 도달하게 된다 소란한 세상의 정지점 휴식의 성소 로서 정원을 통 하여 우리의 고단한 삶에 위안과 세상과 소통하는 희망의 정원이 되기를 기대한다,광화랑,2016-09-28,2016-09-28,세종문화회관
