,movie_name,img_link,synopsis,director
381,"달콤, 살벌한 연인",https://www.kobis.or.kr/upload/up_img/cleansing/x00/03/84/mov_20060068_43877.jpg,"대학 강사를 할 만큼 똑똑하고 젠틀한 남자 황대우. 하지만 그에게 결정적인 결점이 있었으니, 바로 여자와 연애에 대해 체질적으로 거부감을 갖고있어 제대로 된 연애를 한 번도 못해본 소심한 성격의 소유자라는 것. 그런 그가 나이 서른이 넘어가자 커플 들이 눈에 밟히고, 어느 날 침대를 옮기다 허리를 다친 후에 커진 외로움에 어쩔 줄을 몰라 한다.   대우는 친구 성식의 장난으로 얼떨결에 미나에게 데이트 신청을 하게 되고 그녀는 놀랍게도 그의 서툰 데이트신청을 받아들이는데.. 하지만 처음 사랑을 시작하는 대우의 표현과 행동들은 어설프기만 하고 미나는 그런 대우와의 만남에 마음이 상하지만 어느새 그만의 순수함에 빠져 둘은 열정적인 연애를 시작하게 되는데...  그런데 그녀, 수상하다?? 취미는 독서에 미술전공을 하고 있다던 미나!! 도스토예프스키의 <죄와 벌>도 모른다. 미술학도가 자신이 소장한 그림의 미술가 <몬드리안>도 모른다?? 지적인 미나와 전혀 어울리지 않는 룸메이트, 어느 날 나타난 전혀 그녀와 어울리지 않는 옛 남자친구, 무거운 짐 가방을 들고 외출하는 날이면 어김없이 온몸에 흙을 묻히고 오는 그녀!! 그리고, 결정적 증거! 그녀의 본명은 ‘이미나’가 아닌 ‘이미자’다. 사랑이 깊어질 수록 그녀에 대한 의심은 늘어나고 갑작스럽게 들어난 미나의 정체에 대우는 갈등에 빠지는데..",손재곤
382,호빗: 스마우그의 폐허,https://www.kobis.or.kr/common/mast/movie/2013/11/858a03f3662c4ca485a6f4b45f152d81.jpg,"마침내 역사상 가장 치열한 최강의 전쟁이 시작된다!사나운 용 스마우그가 빼앗아간 동쪽의 ‘외로운 산’ 에레보르 왕국을 되찾기 위해 뜻하지 않은 여정을 떠나게 된 호빗 ‘빌보 배긴스’와 ‘간달프’, 난쟁이족 왕족의 후예 ‘소린’이 이끄는 13명의 난쟁이족. ‘레골라스’와 그의 파트너 ‘타우리엘’이 속해있는 엘프족의 합세로 더욱 강해진 원정대는 외로운 산으로 가는 길에 어둠의 숲에서 모습을 자유자재로 바꾸는 베오른과 거대한 거미떼를 만나고, 난쟁이들에게 적대적인 엘프족에게 잡혔다가 도망쳐 호수마을을 지나는 등 다양한 모험을 하게 된다. 그리고 마침내 에레보르의 외로운 산에 거의 다다랐을 때, 그들이 지금껏 만났던 그 어떤 존재보다도 위험하고 모두의 용기와 우정, 지혜의 한계를 시험에 들게 한 용 스마우그와 맞닥뜨리게 되는데….",피터 잭슨
383,나잇&데이,https://www.kobis.or.kr/upload/up_img/cleansing/10/mov_20100310_3.jpg,"평범한 커리어 우먼 준(카메론 디아즈)은 우연히 공항에서 꿈에 그리던 이상형의 남자 밀러(톰 크루즈)를 만나 함께 비행기에 탑승하게 된다. 하지만 그녀가 잠시 화장실 다녀온 사이 비행기 안을 쑥대밭으로 만들어버린 밀러. 자신을 스파이라고 소개하지만 준은 그의 정체를 믿을 수 없다. 정신을 차리기도 전 그녀를 위협하는 의문의 사람들, 그리고 그녀를 구하기 위해 동에 번쩍 서에 번쩍 나타나는 밀러로 인해 더욱 혼란에 빠져드는 준. 예측할 수 없는 사건, 암살과 배신이 난무하는 가운데 그녀는 밀러를 믿고 따라가야 할지 정보기관의 배신자로 치부해야 할지 고민에 빠져들지만, 이미 자신도 모르는 사이에 그의 비밀 프로젝트에 깊숙히 휘말리게 된 준은 밀러와 함께 전 세계를 누비는 목숨을 건 질주를 시작한다.",제임스 맨골드
384,혈의 누,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/90/mov_20050076_38772.jpg,"19세기, 조선시대 말엽,  제지업을 기반으로 성장한 외딴 섬 마을 동화도.  어느 날 조정에 바쳐야 할 제지가 수송선과 함께 불타는 사고가 벌어지고.  사건 해결을 위해 수사관 원규 일행이 동화도로 파견된다. 섬에 도착한 第 一 日,  화재사건의 해결을 서두르던 원규 일행 앞에 참혹한 살인 사건이 일어난다.  범인을 알 수 없는 살인 사건과 혈우가 내렸다는 소문에 마을 사람들은  7년 전, 온 가족이 참형을 당한 강 객주의 원혼이 일으킨 저주라 여기며 동요하기 시작한다. 그리고..... 사건 해결을 위해 냉철하게 추리해 나가던 원규 앞에  참혹한 연쇄 살인 사건이 이어진다.  불길한 섬에 고립된 원규 일행은 살인범의 자취를 찾지 못한 채  광기어린 마을 사람들의 분위기에 궁지로 내몰리고....  제지소 주인의 아들 인권은 흉흉한 마을 분위기를 강압적인 태도로 잡으며  원규와 끊임없이 대립하기만 한다.  여기에 참형 당한 강객주에게 은혜를 입었던 두호의 등장과  자신 역시 연쇄 살인 사건과 필연으로 이어져 있음을 알게 된 원규는  점점 더 깊은 혼란에 빠지게 되는데...",김대승
385,한산: 용의 출현,https://www.kobis.or.kr/common/mast/movie/2022/07/6ecaea887d6242b3a27c11ce960ed45b.jpg,"나라의 운명을 바꿀 압도적 승리의 전투가 시작된다!1592년 4월, 조선은 임진왜란 발발 후 단 15일만에 왜군에 한양을 빼앗기며 절체절명의 위기에 놓인다.조선을 단숨에 점령한 왜군은 명나라로 향하는 야망을 꿈꾸며 대규모 병역을 부산포로 집결시킨다.한편, 이순신 장군은 연이은 전쟁의 패배와 선조마저 의주로 파천하며 수세에 몰린 상황에서도조선을 구하기 위해 전술을 고민하며 출전을 준비한다.하지만 앞선 전투에서 손상을 입은 거북선의 출정이 어려워지고,거북선의 도면마저 왜군의 첩보에 의해 도난 당하게 되는데… 왜군은 연승에 힘입어 그 우세로 한산도 앞바다로 향하고,이순신 장군은 조선의 운명을 가를 전투를 위해 필사의 전략을 준비한다.1592년 여름, 음력 7월 8일 한산도 앞바다, 압도적인 승리가 필요한 조선의 운명을 건 지상 최고의 해전이 펼쳐진다.",김한민
386,컨저링,https://www.kobis.or.kr/common/mast/movie/2013/09/987dc00dbc6b4dfc8325066155262996.jpg,"믿을 수 없겠지만… 이것은 실화다!1971년 로드 아일랜드, 해리스빌. 페론 가족은 꿈에 그리던 새 집으로 이사를 간다. 물론 1863년에 그 집에서 일어난 끔찍한 살인 사건을 전혀 몰랐다. 또한 그 이후에 일어난 많은 무서운 사건에 대해서도 알지 못했다. 이 가족은 그 집에서 겪은 일이 너무 무서워서 한 마디라도 외부에 언급하는 것을 거절했었다. 지금까지는…",제임스 완
387,슈렉 포에버,https://www.kobis.or.kr/upload/up_img/cleansing/33/mov_20100333_3.jpg,"슈렉이 아름다운 공주 피오나와 겁나먼 왕국을 구해낸 이후. 그들도 오래오래 행복하게 살았...더라면 참 좋았을텐데! 과연 슈렉에게도 모두가 바라던 해피엔딩이 올까?  한 가정의 평범한 아빠와 남편으로 반복되는 일상에 따분함을 느끼던 슈렉은 마을 사람들에게 겁을 주고, 진흙 목욕도 실컷 하던 자유로웠던 시절을 꿈꾸게 된다. ‘단 하루라도 자유로워진다면 죽어도 한이 없겠어’라며, 단 하루의 일탈을 꿈꾸던 슈렉은 ‘겁나먼 세상’을 차지하려는 악당 럼펠의 그럴싸한 계략에 속아넘어가 ‘완전 딴판 겁나먼 세상’에 떨어지고 만다.  완전 딴판으로 바뀌어버린 세상에서 절친 동키는 슈렉을 미친 괴물 취급하며 줄행랑 치고, 단 하나의 사랑 피오나는 하이킥을 날리고, 장화신은 고양이는 더 이상 장화를 신지 않는 D라인의 고양이가 되어 있다. 친구들과 왕국, 그리고 하나뿐인 진실한 사랑을 되찾기 위한 슈렉의 마지막 이야기가 시작된다!",마이크 미첼
388,극락도 살인사건,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/74/mov_20070104_37504.jpg,"1986년, 아시안게임으로 세상이 떠들썩하던 9월. 목포앞바다에서 토막 난 사람 머리통이 발견된다. 사체 부검 결과, 토막 난 머리통의 주인이 인근에 위치한 섬, 극락도 주민이라는 사실이 밝혀지고 특별조사반은 본격적인 수사를 위해 사건 현장 탐문에 나선다. 형사들은 송전 기사의 합숙소와 보건소로 추정되는 곳에서 살인사건의 흔적으로 보이는 핏자국과 부서진 무전기 등을 발견하지만, 끝내 한 구의 시체도 찾아내지 못한다.  바깥 세상 돌아가는 일엔 도통 관심이 없는 듯 순박하기만 한 섬주민 17명이 사는 작은 섬, 극락도. 천국 같은 이 곳에서 끔찍한 살인사건이 발생한다. 김노인의 칠순 잔치가 벌어진 다음날 아침, 두 명의 송전기사의 사체가 발견된 것. 함께 화투판에 있었던 덕수(권명환 분)가 유력한 용의자로 떠오르지만 그의 행방마저 묘연한 채 사건은 미궁으로 빠져든다.  섬 주민 전원이 용의자일수도, 피해자 일수도 있는 혼란스러운 상황, 난생 처음 살인사건을 맞닥뜨린 마을 사람들은 보건 소장 제우성(박해일 분)을 필두로 화투판 살인사건 범인을 추리하는데 열을 올리지만, 이웃들의 주검만 늘어간다. 한편, 우연한 기회에 이번 살인사건과 관련된 듯한 모종의 쪽지를 발견한 학교 소사 춘배(성지루 분)는 쪽지의 의미를 알아내기 위해 혈안이 되는데..",김한민
389,이글 아이,https://www.kobis.or.kr/upload/up_img/cleansing/66/mov_20081366_3.jpg,"평범한 청년 제리(샤이아 라보프)의 통장에 의문의 75만불이 입금 된다. 집에는 각종 무기와 자신의 이름으로 된 여러 개의 여권들이 배달되어있다. 그리고 걸려온 전화의 차가운 목소리는 ""30초 후, FBI가 닥칠 테니, 도망갈 것""을 명령한다. 결국 테러리스트로 몰리게 된 제리는 FBI의 추격전에서, 아들의 목숨을 담보로 전화 지시에 따르고 있는, 같은 처지의 레이첼(미셀 모나한)을 만나게 되고, 이 둘은 거대한 사건 속으로 빠져들게 된다.  핸드폰, 현금지급기, 거리의 CCTV, 교통안내 LED사인보드, 신호등 등 그들 주변의 전자장치와 시스템이 그들의 행동을 조종한다. 그들을 선택되었고, 살기 위해선 복종해야 한다. 과연 그것의 정체는 무엇인가? 왜 그들은 선택되었는가? 2008년 10월, 전혀 새로운 초특급 액션 스릴러의 역사가 시작된다.",D.J. 카루소
390,배트맨 대 슈퍼맨: 저스티스의 시작,https://www.kobis.or.kr/common/mast/movie/2016/03/1d484990ec3c491091d619edfe055e62.jpg,모든 대결에는 이유가 있다!슈퍼맨과 조드 장군의 격렬한 전투 이후 메트로폴리스는 파괴되었고 슈퍼맨은 세계 최고 논쟁의 인물이 되어버린다. 한편 배트맨은 그 동안 타락했던 많은 자들처럼 슈퍼맨 역시 언젠가 타락을 할 것이라 생각하며 사회에서 가장 위험한 존재로 여긴다. 세계의 미래를 위해 무모하고 제어할 수 없는 힘을 가진 슈퍼맨으로 인해 벌어졌던 일들을 바로 잡으려 하는데…,잭 스나이더
391,레디 플레이어 원,https://www.kobis.or.kr/common/mast/movie/2018/03/c452697fdb0645ca8b0b546814cf4ee5.jpg,"2045년, 암울한 현실과 달리 가상현실 오아시스(OASIS)에서는 누구든 원하는 캐릭터로 어디든지 갈 수 있고, 뭐든지 할 수 있고 상상하는 모든 게 가능하다. 웨이드 와츠(타이 쉐리던) 역시 유일한 낙은 대부분의 사람들이 하루를 보내는 오아시스에 접속하는 것이다.  어느 날 오아시스의 창시자인 괴짜 천재 제임스 할리데이(마크 라이런스)는 자신이 가상현실 속에 숨겨둔 3개의 미션에서 우승하는 사람에게 오아시스의 소유권과 막대한 유산을 상속한다는 유언을 남기고, 그가 사랑했던 80년대 대중문화 속에 힌트가 있음을 알린다. 제임스 할리데이를 선망했던 소년 ‘웨이드 와츠’가 첫 번째 수수께끼를 푸는 데 성공하자 이를 저지하기 위해 현실에서 살인도 마다하지 않는 ‘IOI’라는 거대 기업이 뛰어든다. 모두의 꿈과 희망이 되는 오아시스를 지키기 위해서는 반드시 우승해야 한다!그리고 우승을 위해서는 가상현실이 아닌 현실세계의 우정과 사랑의 힘이 필요하기만 한데…",스티븐 스필버그
392,위대한 유산,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/80/mov_20030152_37979.jpg,"365일 빨간날! 365일 빈둥빈둥 프로젝트  백화점 시식회, 형 등쳐먹기 등등 백수생활 지침서에 따라 열심히 살고 있는 창식, 탤런트가 꿈이지만 어설픈 연기력으로 매번 낙방하는 미영. 같은 동네 백수와 백조의 나와바리(?)가 뻔한 터. 먼산보고 길가다 정면 충돌한 백수 백조. 이 사고로 창식은 두주먹 불끈쥐고 있던 동전을 와르르 떨어뜨리고 말았다... 목숨보다 소중한 동전을 하나하나 주워보지만 모자란 100원! 사건의 주범인 미영에게 아무리 따져봐야 끝까지 100원은 못준다는데... 도대체 무슨 일이 벌어진걸까??",오상훈
393,7광구,https://www.kobis.or.kr/upload/up_img/2011/07/mov_7FAJIH_20110720175608_1.jpg,"제주도 남단, 7광구의 망망대해에 떠있는 석유 시추선 이클립스 호. 산유국 꿈에 부푼 대원들의 예상과는 달리 시추 작업은 번번히 실패로 끝나고, 결국 본부로부터 철수 명령을 받는다. 철수를 위해 본부에서 베테랑 캡틴 정만(안성기)이 투입되고, 오랜 시간 공들인 7광구에 석유가 있다고 확신하는 해저 장비 매니저 해준(하지원)은 본부의 일방적인 명령에 강하게 반발한다. 철수까지 주어진 시간은 한달. 해준과 대원들이 마지막 시추작업에 총력을 가하던 어느 날, 갑자기 본부와 통신이 끊기고, 이클립스 호에는 이상 기류가 흐르는데...",김지훈
394,배틀쉽,https://www.kobis.or.kr/common/mast/movie/2012/03/67d766705d584bcdaeca6ef5984f1ec9.jpg,"지구를 지키기 위한 전쟁이 바다에서 시작된다!전 세계 해군들이 한데 모여 훈련하는 림팩 다국적 해상 훈련.해상 합동 훈련 첫날, 태평양 한 가운데에서 정체불명의 물체가 발견되고쉐인 함장(리암 니슨)은 수색팀을 파견한다.괴물체에 접근한 하퍼 대위(테일러 키취)가 몸체에 손을 가져다 댄 순간,엄청난 충격과 함께 괴물체는 자신들을 보호하기 위한 거대한 장벽을 구축한다.레이더도 통하지 않고, 부딪히는 순간 모든 걸 파괴시키는 엄청난 위력의 장벽을시작으로 지구를 향한 대규모 선재 공격을 감행하는 외계의 존재들!목적 조차 알 수 없는 그들의 엄청난 공격에 평화롭던 지구는순식간에 초토화 되기 시작하고,이들로부터 지구를 구하기 위해 육해공을 넘나드는 전 세계 연합군의 합동 작전이 펼쳐지는데…정체를 알 수 없는 외계 존재와 전 세계 다국적 연합 군함의 전면전이드넓은 바다 한가운데에서 시작된다!",피터 버그
395,매트릭스3 레볼루션,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/64/mov_20030191_36649.jpg,"감히 상상도 못할 결말,시작이 있는 곳에 끝이 있다!1999년 5월 the Matrix2199년, 시스템이 인간을 지배하는 세상. 인간들은 태어나자마자 인공 자궁 안에 갇혀 기계들의 생명 연장을 위한 에너지로 사용되고 뇌세포에 매트릭스라는 프로그램을 입력 당해 평생 기계에 의해 설정된 가상 현실을 살아간다. 가상 현실의 꿈에서 깨어난 인간들은 '시온'이라는 세상을 건설하고 인류를 구원할 영웅 '그'를 찾아 나선다. 마침내 발견한 '그'는 낮에는 평범한 회사원으로 밤에는 '네오'라는 이름으로 컴퓨터 해킹을 하는 컴퓨터 프로그래머, 토마스 앤더슨(키아누 리브스). 앤더슨은 트리니티(캐리 앤 모스)라는 여인에게 이끌려 매트릭스 밖의 우주를 만나면서 모든 진실과 직면하게 된다. 숨겨진 진실을 알게 된 앤더슨은 이제 '네오'라는 이름으로 인류를 구원해야 하는 자신의 운명을 받아들이게 된다. 2003년 5월 the Matrix Reloaded'시온'은 센티넬이라는 기계군단에게 장악될 위기에 처하고, 자신의 능력에 대한 더 큰 통제력을 갖게 된 네오는 인류의 구원을 위해 트리니티, 모피어스(로렌스 피쉬번)와 함께 시스템에 맞서게 된다. '매트릭스'의 내부 구조로 깊이 들어갈수록, 인류의 운명을 좌우할 자신의 역할에 눈 떠가던 네오는 '설계자'를 만나 자신의 존재가 설계자에 의해 만들어진 통제 시스템에 불과하다는 충격적인 진실에 직면한다. 그리고 '사랑인가, 인류의 구원인가!'라는 불가능에 가까운 선택을 강요 받는 네오. 둘 중 하나는 포기해야 한다!2003년 11월 5일 밤 11시 the Matrix Revolutions대단원의 막이 오르다!진실을 찾는 여정에 한걸음 더 접근하게 된 네오. 그러나 그 와중에 능력을 소진하고 매트릭스와 현실세계의 중간계를 떠돌게 된다. 한편, 기계들이 인간말살을 목적으로 인류 최후의 보루 '시온'으로 침공해오자 인간들은 인류의 미래를 지키기 위해 필사적인 전투를 벌인다. 그러나 베인의 몸 속에 침투한 에이전트 스미스(휴고 위빙)가 본 모습을 드러내면서 네오에게는 예기치 못한 새로운 변수가 생긴다. 매순간 세력이 커져가면서 기계들의 통제권까지 벗어난 스미스는 현실 세계와 매트릭스는 물론 기계도시까지 말살할 야욕을 불태운다. 이에 네오에게 마지막 조언을 건네는 오라클(매리 앨리스). 네오는 오라클 역시 매트릭스라는 거대한 구조 속에 존재하는 하나의 프로그램에 불과할 수 있음을 알면서도 그녀의 조언을 받아들인다. 니오베(제이다 핀켓 스미스)의 도움으로 네오와 트리니티는 일찍이 그 어느 인간도 가본적이 없는 세계, 기계 도시의 심장부로 잠입한다. 그곳에서 기계 세상의 절대 권력자(DEUS EX MACHINA)를 만나 파멸 직전의 인류를 구원키 위한 최후의 카드를 던지는데...이제 드디어 인류 최후의 거대한 진실이 그 베일을 벗는다!",릴리 워쇼스키
396,셜록홈즈 : 그림자 게임,https://www.kobis.or.kr/common/mast/movie/2011/12/25f8a200dcc74543b04158cc468a9da0.jpg,"더욱 강렬하게, 더욱 스릴 있게 세상을 구할 홈즈의 추리가 다시 시작된다! 	왓슨과 더 많은 시간을 보내기 위해 왓슨의 부인과 경쟁하는 홈즈 앞에 또 한 번 세상에서 가장 명석한 두뇌를 증명할 과제가 주어진다! 어느 날, 오스트리아의 왕자가 죽은 채로 발견되고 모든 정황이 자살 사건인 것처럼 몰아가지만, 셜록 홈즈는 타살임을 확신한다. 그리고 이 죽음 뒤에 평생의 숙적 모리아티 교수(자레드 해리스)의 더 큰 음모가 숨겨져 있음을 직감한다. 조사 과정에서 만나게 된 집시이자 점술가인 묘령의 프랑스 여인 심(노미 파라스)을 통해 살인사건에 대해 정보를 얻지만 이를 계기로 여인은 킬러의 다음 목표물이 된다. 이에 홈즈는 그녀의 목숨을 구하기 위해, 그녀는 죽음을 피하기 위해 홈즈에게 협조하고 대륙을 넘나드는 험난한 모험 앞에서 교활한 모리아티 교수는 항상 한 발 먼저 죽음의 덫을 놓고 기다린다. 모리아티 교수의 계획이 성공하게 되면 역사가 뒤바뀔 정도로 세상은 위험해진다. 거대한 음모에 맞선 홈즈의 활약이 다시 펼쳐진다!",가이 리치
397,박쥐,https://www.kobis.or.kr/upload/up_img/cleansing/03/mov_20081003_3.jpg,"뱀파이어가 된 신부, 친구의 아내를 탐하다 정체불명의 피를 수혈 받고 뱀파이어가 된 신부 ‘상현’. 피를 원하는 욕구와 신앙심 사이에서 갈등하던 그는 우연히 어린 시절 친구 ‘강우’와 그의 아내 ‘태주’를 만나면서 인간적 욕망에까지 눈뜨게 된다. 상현은 태주의 묘한 매력에 빠져 쾌락을 갈구하고 태주는 히스테리컬한 시어머니와 무능력한 남편에게 억눌렸던 욕망을 깨워준 상현에게 집착한다. 점점 더 대담해져만 가던 둘의 사랑은 급기야 상현이 뱀파이어라는 사실을 알게 된 태주가 자신의 남편을 죽이자고 제안하고, 상현이 제안을 받아들이면서 새로운 국면에 접어드는데... 살인을 부르는 치명적 유혹! 한치 앞을 알 수 없는 이들의 사랑, 과연 그 끝은 어떻게 될까.",박찬욱
398,타짜: 원 아이드 잭,https://www.kobis.or.kr/common/mast/movie/2019/08/e42bc76bd69046c78b7d6737b351bd77.jpg,"전설적인 타짜 ‘짝귀’의 아들이자 고시생인 ‘일출’(박정민)은 공부에는 흥미가 없지만 포커판에서는 날고 기는 실력자다. 포커판에서 우연히 알게 된 ‘마돈나’(최유화)의 묘한 매력에 빠져든 일출은 그녀의 곁을 지키는 ‘이상무’(윤제문)에게 속아 포커의 쓴맛을 제대로 배운다. 돈도 잃고 자존심까지 무너진 채 벼랑 끝에 몰린 도일출, 그의 앞에 정체불명의 타짜 ‘애꾸’(류승범)가 나타난다.거액이 걸린 거대한 판을 설계한 애꾸는 전국에서 타짜들을 불러모은다. 일출을 시작으로 셔플의 제왕 까치(이광수), 남다른 연기력의 영미(임지연), 숨은 고수 권원장(권해효)까지 무엇이든 될 수 있고, 누구든 이길 수 있는 ‘원 아이드 잭’ 팀으로 모인 이들, 인생을 바꿀 새로운 판에 뛰어드는데…베팅을 할 때는 인생을 걸어야지! 타짜니까!",권오광
399,어거스트 러쉬,https://www.kobis.or.kr/common/mast/movie/2018/11/f9fbb12065b249ffb167b2ab571336bd.jpg,"매력적인 밴드 싱어이자 기타리스트인 '루이스'(조나단 리스 마이어스)와 촉망 받는 첼리스트인 '라일라'(케리 러셀)는 우연히 파티에서 만나 첫 눈에 서로에게 빠져들고, 그 날 밤을 함께 보내게 된다. 하지만 이튿날, 라일라를 더 유명한 첼리스트로 키우려는 그녀의 아버지에 의해 둘은 헤어지게 되고, 얼마 후 라일라는 임신 사실을 알게 된다. 우여곡절 끝에 아기를 출산하지만 아버지는 그녀에게 유산되었다는 거짓말을 하고… 한 편 이유도 알지 못한 채 라일라를 떠나 보낸 루이스는 음악에 대한 열정까지 잃어버리고 만다. 루이스와 라일라의 아들 '에반'(프레디 하이모어)은 부모의 재능을 물려받아 특별한 음악적 재능을 가진 아이로 자란다. 부모만이 자신의 음악을 알아볼 수 있을 거라는 믿음으로 혼자서 부모를 찾아 뉴욕으로 향한 에반는, 우연히 거리의 낯선 남자 '위저드'(로빈 윌리암스)를 만나게 된다. 위저드로 인해 어거스트 러쉬라는 새로운 이름을 가지고 길거리에서 자신만의 천재적인 연주를 펼쳐 보이기 시작한다.이별 후 첼리스트의 길을 포기했던 라일라는 자신의 아이가 살아있음을 알게 되고 그를 찾아 뉴욕으로 향한다. 그리고 그곳에서 아이를 찾겠다는 희망으로 다시 첼로 연주를 시작한다. 한편, 밴드 싱어로서의 삶을 버렸던 루이스 역시 시간이 흘러도 잊을 수 없는 운명적 사랑과 음악에의 열정을 쫓아 뉴욕으로 향한다.",커스틴 쉐리단
400,나는 전설이다,https://www.kobis.or.kr/upload/up_img/cleansing/x00/04/00/mov_20070550_44683.jpg,"2012년, 전 인류가 멸망한 가운데 과학자 로버트 네빌(윌 스미스)만이 살아남는다. 지난 3년간 그는 매일같이 또 다른 생존자를 찾기 위해 절박한 심정으로 방송을 송신한다. 그리고 마침내 무엇인가를 찾아낸 그. 그러나 그가 그토록 애타게 찾았던 생존자들은 더 이상 인간의 모습이 아니었다.그들은 이상 바이러스에 감염되어 '변종 인류'로 변해 버렸다.인류의 운명을 짊어진 네빌. 면역체를 가진 자신의 피를 이용해 백신을 만들어낼 방법을 알아내야만 한다. 어딘가 살아있을지 모를 인간들을 위해, 그리고 지구를 위해그는 이제, 인류 최후의 전쟁을 시작한다!",프란시스 로렌스
401,포세이돈,https://www.kobis.or.kr/upload/up_img/cleansing/x00/03/34/mov_20060129_43089.jpg,"12월 31일, 북대서양 한가운데를 항해 중인 호화 유람선. 갑자기 해저의 지각변동으로 발생한 거대한 파도가 몰아쳐 연말파티를 즐기던 수백 명의 사람들을 덮친다.순식간에 침몰하는 배 안에 갇힌 승객들은 두려움에 떨며 구조대를 기다린다. 이 때, 프로 게이머 존 딜런(조시 루카스)이 마냥 기다릴 수 없다며 탈출 방법을 찾겠다고 나선다. 그러자 아수라장이 된 유람선 안에서 행방을 잃어버린 딸(에미 로섬)을 찾으려는 아버지(커트 러셀), 천재 소년(지미 베넷)과 소년의 어머니(제신다 베렛), 밀항자(미아 마에스트로), 비관주의자인 한 남자(리차드 드레이퍼스)가 그를 따라 목숨을 건 탈출을 감행한다.미로처럼 엉켜버린 길을 헤치고 배 위로 올라가려는 순간, 배 안으로 바닷물이 밀려들어오고…, 이제 일행은 거대한 바다와 맞서 살아남아야만 하는데….",볼프강 페터젠
402,셜록 홈즈,https://www.kobis.or.kr/upload/up_img/cleansing/56/mov_20090856_3.jpg,"CHAPTER1. 세기의 명탐정_“범죄는 흔하다. 그러나 논리는 흔치 않다” 셜록 홈즈(로버트 다우니 주니어), 천재적인 추리 능력과 주먹의 힘까지 갖추고 친구 왓슨 박사(주드 로)와 함께 치밀하게 얽힌 미스터리 속에서 진실을 찾아내는 명탐정. 그에게 이제껏 경험하지 못했던 최대의 위협이자 지금껏 그토록 갈구했던 진정한 모험이 몰려오고 있었다.CHAPTER2. 예고된 살인_“홈즈, 당신과 나는 자연 법칙을 뒤집어 놓을 여정에 올랐소”다섯 명의 여인들이 종교 의식의 제물로 끔찍하게 살해되는 사건이 잇따라 발생하고, 홈즈와 왓슨은 간발의 차이로 마지막 희생자가 될뻔한 여인을 구한다. 범인은 비밀 종교집단 소속의 블랙우드(마크 스트롱). 붙잡힌 블랙우드는 사형 집행일이 다가올수록 강력한 어둠의 힘을 발휘하고, 자신의 죽음은 계획의 일부에 지나지 않는다며 홈즈에게 경고한다. CHAPTER3. 죽은 자의 부활_“증거 없는 이론은 위험하네. 사실을 이론에 맞추려 들테니” 블랙우드의 경고는 현실로 나타나고, 죽었던 그의 부활은 도시 전체를 공포 속에 몰아넣는다. 그러나 이것은 홈즈에게는 게임의 시작일 뿐. 블랙우드의 치명적인 음모를 저지하기 위해 홈즈와 왓슨은 고대의 신비한 주술과 현대의 경이로운 신기술이 혼재한 세계로 뛰어든다. CHAPTER4. 진정한 목적_“가장 사소한 단서가 가장 중요한 증거가 되는 법이지”그러나 홈즈가 해결해야 할 것은 사건만이 아니었다. 그의 앞에 헤어진 연인 아이린(레이철 맥아담스)이 등장해 적인지 아닌지 모호한 행동으로 그를 더욱 혼란에 빠뜨린다.한편, 최강의 콤비 플레이로 사건을 파헤치던 홈즈와 왓슨은 단서들이 공통의 연결고리로 어떤 징후를 나타낸다는 것을 발견하고, 이것이 세상을 파멸시킬 거대한 음모였음을 알게 되는데… 정확한 논리를 무기로, 일격의 주먹을 방어막으로, 세상을 구할 홈즈의 추리가 시작된다!",가이 리치
403,싱글즈,https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/74/mov_20030088_37476.jpg,"초절정 매력덩어리들의 화~끈한 연애질! 애인에게 차인 날, 임신이 걱정된 나난은 동미와 정준이 살고 있는 집으로 간다. 동미는 잘 나가는 워킹우먼에 자유연애주의자고, 착한 정준은 여우 같은 어린 여자에게 딱 걸린 샐러리맨. 아이러니하게도 정반대의 성격을 지닌 이 둘은 룸메이트다.  임신이 아니라는 것을 알고 환호하던 세 사람, 그날 밤은 나난의 눈물엽기 하소연으로 밤을 새운다. 그러나 불행은 세트로 온다고 했던가. 직장에서 엉뚱한 곳으로 발령난 나난. 친구들의 응원으로 이 폭풍 같은 겹불행을 딛고 씩씩하게, 실수를 연발하면서도 새 직장에 적응한다.  이때, 나난에게 어디선가 본적이 있는 능청맞은 남자가 그녀의 주위에 자꾸 등장하고, 동미와 정준에게도 대형연애사고가 생기는데… 우리는 오늘도, “작업에 들어간다” 네 명의 싱글들이 벌이는 섹스,일, 우정의 색(色)다른 작업 비법 전격 공개! 경고: 너무 하면 지랄밝힘증! 너무 안하면 쭈~욱 싱글!",권칠인
