exhibition_name,poster_link,exhibition_description,exhibition_period,exhibition_place
앨리스 인 원더랜드 (Alice in Wonderland),https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1535331927459.gif,"
전시소개
 
 
앨리스와 함께 직접 보고 듣고 만지고 느끼는 가장 독특하고 특별한 경험! 동화 속 원더랜드로 함께 가자! 
 
가장 유명한 동화를 최고의 기술로 구현한 멀티미디어 인터랙티브! 
전 세계적으로 꾸준히 사랑받고 있는 이상한 나라의 앨리스 누구에게나 친숙한 동화 속 원더랜드를 높은 화소와 최신 맵핑 기술력으로 재현시켰다. 또한, 기존 미디어 인터랙티브에서는 경험하지 못한 형태 인식의 기술력으로 더욱 특별한 경험을 선사한다. 
 
세계 최초의 피지털(Physical + Digital) 방식 인터랙티브를 활용한 몰입형 체험전시! 
단순한 터치형 반응이 아닌 다양한 신체활동이 가능한 미디어 기술을 활용하여 각각의 스토리 라인에 연관성이 있는 인터랙티브 체험을 제공함으로써 몰입도를 높여준다. 
 
전세계 최초 서울에서 시작하는 Alice in Wonderland 월드투어! 
앨리스 인 원더랜드는 전 세계에서 최초로 선보이는 전시로 이탈리아, 브라질, 남아프리카공화국 등 월드투어를 앞두고 한국 관객들과 가장 먼저 만나게 된다. 
 
전시소개
 
1. 토끼굴 
앨리스가 하얀 토끼를 따라 뛰어들었던 굴을 형상화한 통로, 특수효과 조명이 가득한 회전터널을 지나면 어느새 작아진 몸이 되어 신비한 원더랜드에 다다른다. 
 
2. 버섯 
어느새 버섯보다 작아진 내 모습, 사방의 벽에 영상으로 등장하는 버섯을 터치하면, 몸이 점점 커지는 것을 느낄 수 있다. 
 
3. 개울의 징검다리 
원더랜드에서 만난 첫 번째 고난, 개울. 개울을 지나가기 위해서 바위를 건너 뛰면 물이 튀고, 가끔씩 물고기도 튀어 오른다. 
 
3. 모자장수와 수수께끼 고양이 
동화속 모자장수와 신나는 티타임, 집에서는 깰 수 없는 접시들을 공을 던져 신나게 깨며 놀아보자. 모든 접시와 컵을 깨트리고 나면 수수께끼를 품은 고양이를 만날 수 있다. 1 고양이의 수수께끼를 풀어야 다음 공간으로 탈출할수 있다. 
 
4. UV 터널 
생명을 불어 넣을 나비를 만들러 가는 길 나비에게 생명을 불어 넣기 위해 UV 빛으로 가득 찬 터널을 지난다. 
 
5. 나비와 애벌레 
동화속 앨리스가 만났던 애벌레를 마주하게 된다. 꽃들을 향해 바람을 불면 연기가 피어오르고, 내가 직접 채색한 나비들이 영상 속을 날아다닌다. 
 
6. 음악이 흐르는 장미정원 
장미꽃과 활기찬 음악이 가득한 정원. 동화속 카드병정들처럼 정원속 창백한 꽃들에게 생기를 불어넣어주자. 빨간 꽃으로 다시 태어난 장미들은 아름다운 음악을 들려준다. 
 
7. 게임의 방 
카드매칭게임, 가상크로켓게임, 시계게임을 즐길 수 있는 공간, 더불어 즉석에서 사진을 찍어 화면에 나타난 본인의 모습을 확인할 수 있는 공간
 
 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 6. 23.~2019. 3. 3.,서울 | 용산전쟁기념관
서광회 제63회 정기전 : Starry -  빛나는 일상,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1551143032654.jpg,"
전시소개

 
 
 
 
 
 
 
 
 
 
 

무료전시 - 서광회 제63회 정기전 : Starry  

 
 
 
 
 
 
 
 
 
서광회는 1963년에 만들어진 서강대학교 중앙사진동아리입니다. 흑백 필름으로 촬영하고 암실에서 직접 현상과 인화를 거치는 고전적인 방식부터 디지털 촬영과 합성까지, '사진'이라는 매체로 다양한 시도를 통한 소통과 공감을 지향하고 있습니다.
 
 
 
 
 
 
 
 
 

서광회는 매 여름마다 신인전을, 겨울마다 정기전을 개최하고 있습니다. 이번 제63회 정기전에서는 전시 작가들이 표현하고자 하는 바를 모아 하나의 주제로 피워내는 새로운 시도를 했습니다. 
 
 
 
 
 
 
 
 
 

이번 정기전의 부제 ""Starry-빛나는 일상""은 틈새를 비집고 나오는 햇살처럼 따뜻하고도 편안한 분위기의 전시작들을 한 마디로 표현한 것입니다. 평소와 다름없는 하루의 풍경 속에서, 또는 일상의 소재에서 작가들은 '찬란함'을 담아 냈습니다. 주위에는 그 자리에서 열심히 존재함으로서 빛을 내고 있는 것들이 많습니다. 그 빛은 모두를 비추는 강력한 힘을 갖고 있지는 않더라도, 누군가의 지친 발걸음을 멈춰 세우고 시선을 머물게 합니다. 그 역시 충분한 가치가 있는 일이지요. 
 
 
 
 
 
 
 
 
 
존재만으로도 빛나는 것들, 그 찬란함이 가득한 전시이길 바랍니다. 그리고 전시를 관람하시는 모든 분들 역시 자신의 자리에서 이미 눈부신 존재라는 위로를 받으실 수 있는 전시이면 더욱 좋겠습니다.
 
 
 
 
 
 
 
 


▲전 시 명 : 서광회 제63회 정기전 
▲단 체 명 : 서강대학교 중앙사진동아리 서광회
▲작 가 명 : 김지연, 최가영, 유홍현, 윤석중
▲전시구분 : 사진
▲전시주제 : 빛나는 일상
▲전시기간 : 2019.2.27(수) ~ 2019.3.2(토)
▲관람시간 : 수~금: 12:00~19:00 / 토: 12:00~17:00 
▲관람비용 : 무료관람


 
 
 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 2. 27.~2019. 3. 2.,서울 | 어반플루토
일렁이는 모든 것의 통로,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1551142786312.jpg,"
전시소개
'일렁이다'는 ""크고 긴 물건 따위가 이리저리 크게 흔들리는 것""과 ""마음에 동요가 생기는 현상""이라는 사전적 의미를 가진다. 어떤 방식으로든 마음의 동요를 일으킬 수 있는 것이 미술 작품의 기능이라면, 전시는 그러한 부분을 포괄적으로 관객에게 전달하는 역할을 해야 한다. 이러한 맥락에서 지하보도를 갤러리로 변모시킨 이번 전시 공간의 성격은, 계단을 내려와 긴 통로를 마주하고, 통로 속의 작품을 통과 해 다시 계단을 오르는 행위로부터 그 의미가 도출되고 있다. 

강윤정은 종이와 종이 사이의 '틈'을 통해 은유적 이미지를 구축하고 자신만의 공간을 만들어낸다. 프로젝션 맵핑을 통한 '틈'의 효과는 보이는 위치와 각도에 따라 각기 다른 느낌과 의미를 발생시키는 동시에, 새로운 시공간의 효과를 가져 온다. 
 
권혁규는 디지털 사회에서의 데이터 변환 과정에 주목하여, '인물'을 스캐닝 한 후, 이를 다시 3차원 프린팅으로 재건시키는 작업을 한다. 다양한 형태를 취하고 있는 인물들은, 가상과 현실로부터 고립되거나 관계를 통해 이를 다시 회복하는 현대 인간의 모습을 나타낸다. 
 
서상희는 식물 이미지가 결합된 영상 작업을 통하여, 차가운 디지털의 물성과 감성적이고 따뜻한 자연 이미지의 효과를 뒤섞고 관찰한다. '가상정원'은 이러한 차원에서, 디지털과 아날로그의 경계를 실험하는 동시에, 그 경계를 오가는 새로운 공간감을 형성한다.  
 
이재호는 '몬스터'라는 가상의 이미지를 통하여 인간 내면의 모습을 발굴하고 전달한다. 이재호가 만들어 낸 몬스터는, 실존하지는 않지만, 소외받고 격리된 인간 내면의 형상을 가장 상징적이고도 가상적인 형태로 담아내었다고 볼 수 있다. 

● 즉 '공간'과 '사람', '자연'과 '가상'으로 요약될 수 있는 이번 전시의 키워드는 사실상 이야기 될 수 있는 모든 주제와 범위를 포괄하고 있다. 일직선의 긴 통로로부터 각자 자신의 말을 건네고 있는 네 작품은 공감과 위로의 차원에서 마음에 동요를 일으킨다. 다시 말해 '일렁이는 모든 것의 통로'는 사실상 우리의 일상과 감성을 가장 은유적이면서도 포괄적인 방식으로 설명함으로서, 통로를 지나 전시장의 문을 열고나올 때 까지, 어떤 위로와 공감의 언어를 지속적으로 전달하기 위함으로 기획되었다. ■ 노아영 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 2. 9.~2019. 3. 2.,서울 | 서리풀청년아트갤러리
서울미술관 신관 개관 기획전 《다색조선; 폴 자쿨레》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1549930530639.jpg,"
전시소개


푸른 눈의 이방인, 폴 자쿨레(Paul Jacoulet, 1896-1960)

해방 이후의 한국은 어떤 모습이었을까. 
흑백으로 남겨져 온 과거의 옛 선인들이 아름다운 채색으로 우리에게 다가온다. 
서울미술관은 신관 M2를 여는 첫 번째 기획 전시로서, 조선 후기의 모습을 화폭에 옮긴 서양화가 중 폴 자쿨레(Paul Jacoulet, 1896-1960)를 조명한다. 
프랑스 태생의 폴 자쿨레는 아시아인들의 문화에 애정을 갖고, 이를 주제삼아 동양의 전통기법인 다색판화를 제작한 작가이다. 
그 중 그가 그려낸 한국의 모습은, 시대적 배경을 기반으로 흥미로운 미학적 실현을 보인다. 
서울미술관은 한국을 주제로 한 대표작품 20여점을 선정하였고, 그간 ‘아시아를 그린 서양화가’라는 범주에서 단편적으로 알려진 폴 자쿨레의 작업 세계를 한국으로 좁혀 깊이 있게 살펴본다.

폴 자쿨레는 자신의 눈에 비친 한국인의 모습을 솔직하면서도 날카롭게 포착하였다.
짧은 저고리 밑으로 가슴을 드러낸 아낙, 장죽을 물고 있는 노인, 시뻘건 고추를 말리는 남정네, 족두리와 버선 등은 서양의 이방인에게 가장 먼저 눈에 띄는 이국적 정경이었을 것이다. 
그는 강렬한 원색의 대비와 장식성을 배제하고, 부드러운 파스텔 조의 색채와 선묘, 단순한 배경처리와 여백를 통해 정적인 화풍을 시도한다. 
이를 통해 폴 자쿨레는, 질박하고 담백한 ‘한국의 미’를 담는 실험적 면모를 보여준다.

한편, 다소 이질적이게 느껴지는 한국인들의 모습은, 폴 자쿨레가 자각한 개인적 정서가 반영된 것이다. 
그는 철저히 이방인적 시선을 견지하며, 자신이 생각하는 한국인의 이미지를 특유의 분위기로 담아냈다. 
평범함 일상 속의 무표정한 인물들은 심드렁하거나 생기를 상실한 느낌을 주어, 묘하고 서글픈 분위기를 자아낸다. 
일관되게 흐르는 화면의 적막감은 바로 일제치하 식민지, 해방과 전쟁을 겪은 우리의 시대적 아픔의 발로이다.

서울미술관은 이번 M2 개관을 기념하며, 첫 번째 기획전으로《다색조선; 폴 자쿨레》를 선보인다. 
이와 함께 서울미술관은 한국근현대미술사 연구를 보다 넓은 시선으로 확장하고, 동서양 미술의 시대적 흐름을 수용하는 미술관으로 거듭나고자 한다. 
우리에게 흑백으로 각인된 시대의 모습을 다채로운 색으로 기록한 폴 자쿨레의 작품을 통해, 우리의 과거와 현재 나아가 미래를 가늠하는 새로운 예술을 경험하게 될 것이다.

- 일정 : 2018년 11월 13일(화) ~ 2019년 2월 28일(목) (연장)
- 장소 : 서울미술관 신관 M2 1층
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 11. 13.~2019. 2. 28.,서울 | 서울미술관
2019 충무아트센터 미술교육프로그램 <상상만화방>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1548289682660.jpg,"
전시소개


만화로 보는 세상, 미술로 떠나는 상상 여행  

원로만화가부터 현대미술작가까지 150여점의 원화를 한자리에서 만나다!  

만화는 이야기를 간결하고 익살스럽게 그리거나, 인물이나 사물의 특징을 과장, 인생이나 사회를 풍자 · 비판하는 특징을 갖고 있습니다. <상상만화방>은 이러한 만화의 특징을 원로만화가와 현대 미술작가의 작품으로 만나는 특별한 전시입니다. <수호지>의 고(故) 고우영, 봉선이 시리즈>의 권영섭, <몽치>의 김박, <도루묵>의 사이로, <로봇찌빠>의 신문수, <맹꽁이 서당>의 윤승운, <머 털도사 시리즈>의 이두호, 닭띠부부>의 이소풍, <원시인 바바>의 이종진, <장미의 눈물>의 장은주 등 우리나라 1세대 만화가의 원작 100여점과 손때 묻은 제작도구들이 전시됩니다. 또한 현대미술 작가로는 명쾌한 색과 단순화된 이미지에 말풍선의 효과를 살린 김영호, 인간을 동물의 이미지로 풍자한 만욱, 성인의 일상을 유아기로 희화한 박선유, 태권브이의 가면을 쓰고 일상생활을 영위하는 인간의 다양한 모습을 그린 성태진, 톰과 제리의 힘의 역학관계를 작가의 상상으로 재해석한 유민석, 동화적 상상력을 강렬한 색과 선으로 표현한 한성민, 마지막으로 마른 슈퍼맨과 뚱뚱한 인어를 잡지를 잘게 잘라 표현한 유영운의 조각까지 총7명 50여점의 작품을 통해 어린이들의 상상력을 키웁니다.  

어린이의 눈높이에 맞춘 친절한 해설과 흥미로운 체험이 있는 전시!  

<상상만화방>은 어린이들의 연령에 맞춰 소그룹으로 구성해 아트 애듀케이터(art educator)의 인솔 하에 작품 감상·해설·창작 과정으로 차별화된 체험프로그램입니다. 세부 프로그램은 우리나라 만화의 역사를 시작으로 작품 감상과 스토리 연구를 통한 만화그리기와 조에트로프(움직이는 만화) 만들기에 이어, 현대회화작품을 감상하고 만화적 요소를 탐구하며 말풍선과 드로잉으로 표현하는 시간을 갖습니다. 이러한 5가지 전시작품과 연결된 체험프로그램을 통해 만화의 교육적 가치와 의미를 어린이들에게 바르게 전달하고자 합니다. 

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 12. 28.~2019. 2. 28.,서울 | 충무아트센터 갤러리
"그림, 신여성을 읽다",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1547512925776.jpg,"
전시소개


나혜석 소설 <경희> 발표 100주년 기념
<신여성의 탄생, 나혜석 김일엽 김명순 문학 그림전>

그림, 신여성을 읽다

2018. 12. 28 (FRI) ~ 2019. 02. 28 (THU)
용인포은아트갤러리

※매주 월요일, 둘째넷째주 일요일, 공휴일 휴관

주최 용인문화재단 K Y O B O 대산문화재단
후원  K Y O B O 교보생명



해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 12. 28.~2019. 2. 28.,경기 | 용인포은아트홀
[현대카드 Storage] gapado project,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1545961330367.jpg,"
전시소개


 [전시소개]
지난 2012년부터 현대카드와 원오원 아키텍츠, 제주특별자치도는 가파도 마을 주민과 더불어 '가파도 프로젝트'를 진행했다. 
 광범위한 리서치와 계획, 다양한 형태의 협의 과정을 토대로, 가파도가 경제와 생태, 문화가 공존하는 지속 가능한 섬이 될 수 있도록 하나씩 이루어 나가고 있다. 
 이번 전시는 가파도 프로젝트가 한걸음 더 나아가기 앞서 지금까지의 과정과 작업들을 정리하여 보여줌으로써 그 의미와 지향점을 공유하는 시간이 될 것이다. 
가파도의 생태, 인문, 경제학에 관한 방대한 아카이브 자료 뿐만 아니라 건축 모형, 단면도, 가파도 영상과 음향 설치 등 프로젝트를 입체적으로 살펴볼 수 있도록 구성되었다. 

 [주관사소개]
원오원 아키텍츠(ONE O ONE architects : 대표 최욱)는 한국의 대표적인 건축 사무소 중 하나로 2001년도에 설립되어 국내외 다양한 건축 프로젝트를 진행하고 있다. 
 2006년 베니스 비엔날레, 2007년 선전-홍콩 비엔날레, 2013 파리 <한국 건축가 10인의 궤적 point-counterpoint>전시에 초대되었으며, 2013년 현대카드 디자인 라이브러리에서 전시 를 개최한바 있다. 대표작으로 가파도 프로젝트, 현대카드 디자인 라이브러리, 현대카드 사옥, 학고재 갤러리, 두가헌, 한양도성 혜화동 전시장(구 서울시장공관) 등이 있다.
현대카드 디자인 라이브러리로 2013 DFAA(Design For Asia Awards) 대상을 수상하였으며, 2014 김종성 건축상을 수상하였다.

[전시 개요]
- 전 시 명 : gapado project
 - 전시 기간 : 2018.11.01(목) ~ 2019.02.28(목), 매주 월요일, 설/추석 연휴 휴관
 - 전시 장소 :  현대카드 스토리지(서울시 용산구 이태원로 248 B2F)
 - 관람 시간 :  화요일-토요일 12:00-21:00, 일요일.공휴일 12:00-18:00, (입장마감: 전시 종료 20분 전)
 - 문의 : 02-2014-7850, storage@hcs.com
 gapado project〉는 2018년 11월 1일（목）부터 2019년 2월 28일（목）까지 무료로 관람하실 수 있습니다.
 Admission to gapado project（Nov 1, 2018 - Feb 28, 2019）is free.

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 11. 1.~2019. 2. 28.,서울 | 현대카드 스토리지
송유진: Fantasy in jeju 展,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1545875629704.jpg,"
전시소개

 
송유진 작가는 E.LAND 애월국제문화복합단지 2018년 2기 작가로 선정되어,4개월 동안 E.LAND Group 지원을 받으면서 작업 활동을 지속해온 신진작가 이다. 
갓 졸업하여 학업에 힘을 쏟을지 작업에만 집중할지 고민하던 찰나에 온전히 작업에만 몰두할 수있도록 선정되어 작업해온 결과물을 공개하는 결과 보고 전시이다. 

꿈이 언젠가는 현실이 되고, 그 꿈을 생각할 수 있는 지금 이 현실을하루하루 살아가고 있다. 각 개개인마다 “힐링 hiːl？ŋ” 포인트는 다르지만, 작가는 작품을 통해서 다양한 관람객들이 바쁜 일상에 작품으로 나마 “힐링 hiːl？ŋ” 할 수 있길 기대해본다. 

 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 1. 2.~2019. 2. 28.,제주 | 켄싱턴제주호텔갤러리
"2018년 실학박물관 특별 기획전 《택리지, 삶을 모아 팔도를 잇다》",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1539221877791.jpg,"
전시소개
 
택리지擇里志는 이중환의 인문지리 저서로, 제목대로 살 곳里을 고르는擇 방법志을 담은 책입니다. 택리지는 팔도의 역사와 그 곳에 사는 사람들에 대한 당대의 인상, 그리고 살만한 곳에 대한 이야기입니다. 택리지는 당대에도 200여종의 이본異本이 있을 만큼 크게 유행했습니다. 현재도 택리지는 인문지리서이자 풍수지리서로 많이 알려져 있습니다. 왜냐하면 살 곳을 정하는 문제는 예나 지금이나 사람들에게 중요한 문제이기 때문입니다. 
 
그러나 정작 저자는 택리지의 말미에 살만한 곳이 없다我瞻四方 蹙蹙靡所聘”고 합니다. 당대의 세태와 시대적인 분위기에 하고 싶은 말을 글 속에 숨겼기 때문입니다. 이번 전시는 택리지로 전달하고자 한 이중환의 생각을 전시로 연출해 보았습니다. 또한 택리지 정본 사업의 성과와 수많은 이본, 종가에 보관되었던 이중환의 흔적들도 함께 공개하고자 합니다. 실학박물관의 전시가 여러분에게 지금 살고 계신 곳을 다시 한 번 바라볼 수 있는 계기가 되기를 바랍니다.

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 10. 23.~2019. 2. 28.,경기 | 실학박물관
어린이체험전 : 홍승혜 작가의 점·선·면,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1524619167939.jpg,"
전시소개
 
 
어린이 체험전 홍승혜 작가의 점, 선, 면 어린이 체험전: 홍승혜 작가의 점, 선, 면은 미술의 기본 요소인 점, 선, 면에 대한 이해를 바탕으로 어린이의 미적 경험을 돕는 전시이다. 이 전시를 위해 픽셀(Pixel: 디지털 이미지의 최소 단위)의 구축을 통해 공간에 대한 내용적, 형식적 실험을 해 온 홍승혜 작가를 초대했다. 달력, 정글짐, 퍼즐 테이블, 자동차, 스 툴 등 주변의 사물을 표현한 작가의 작품이자 체험물 안에서 점, 선, 면을 찾아볼 수 있다. 이를 통해 점과 선, 그리고 면의 무한한 확장 가능성을 경험하고 익숙한 환경 속에서 발견되는 사물과 공간을 새롭게 발견하고 바라볼 수 있기를 기대한다. 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 4. 24.~2019. 2. 28.,경주 | 경주예술의전당 알천미술관
일상의 욕망을 그리다-책가도展,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1546820596733.jpg,"
전시소개


일상의 욕망을 그리다-책가도展
2018. 12. 12. WED - 2019. 02. 27. WED

독자적인 예술성을 내포하고 있으며 실용적이고 장식적인 '책가도'는 우리 민족이 갖는 보편적인 꿈과 염원, 길상과 벽사의 의미, 교훈적인 내용까지 전하고 있습니다. 
조선 후기의 책가도와 현대미술작가들이 독창적으로 재해석한 작품을 함께 만나볼 수 있습니다.



해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 12. 12.~2019. 2. 27.,경기 | 군포문화재단 군포책마을
천상지연 : 고검가 장도원 개인전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1550708200159.jpg,"
전시소개

고검가 장도원 첫 개인전.
하늘이 내리신 귀한 소재들로 최대한 자연미를 살리고 또 실용성을 더해서 대를 물려 소장할 수 있는 목다구류들을 소개합니다. 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 2. 20.~2019. 2. 26.,서울 | KCDF갤러리
조치원 라이프 : 9.567,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1550449856439.jpg,"
전시소개

 
 

무료전시 - 조치원 라이프 : 9.567 
 
 
 
 
 
9.567은 95년생 2명, 96년생 3명, 97년생 1명으로 구성된 디자인 소모임입니다. 전공도, 취향도 그 어느 것 하나 닮은 게 없지만, 각자 자기만의 다양한 색을 가지고 있습니다.
 
 
 

“조치원 라이프展” 은 소모임 공식 첫 전시인만큼 우리의 정체성을 강조하기 위해, 우리가 살아가고 있는 “조치원” 공간에 대해 이야기해보려합니다. 
 
 
 

“조치원”은 세종특별자치시 동부에 있는 읍으로, 홍익대학교 세종캠퍼스가 위치한 곳입니다. 우리의 대학생활 추억이 담긴 이 곳을 당신에게도 소개하려합니다. 
 
 
 

다양한 우리를 하나로 묶어준 공간 “조치원”, 우리의 “조치원”이 당신과 우리를 연결해주는 또 다른 연결고리가 되길 바랍니다. 당신의 특별한 추억이 담긴 공간은 어디인가요? 
 
 

▲전 시 명 : 조치원 라이프 
▲단 체 명 : 9.567 (디자인 소모임)
▲작 가 명 : 장혜연, 정희, 정이안, 이한나, 정진균, 백수지
▲전시구분 : 디자인, 영상, 사진
▲전시주제 : 조치원이라는 작은 마을에서 느낀 감정과 기록
▲전시기간 : 2019.2.22(금) ~ 2019.2.24(일)
▲관람시간 : 12:00~18:00
▲관람비용 : 무료관람
 
 
 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 2. 22.~2019. 2. 24.,서울 | 어반플루토
여성의 일,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1550204110457.jpg,"
전시소개

 
 
 
 
 
 
장소: 서울대학교 미술관
 
 기간: 2018.12.27. – 2019.02.24.
 
 
 
현대미술 분야에서 활약하고 있는 여성 작가들이 모여, 여성이 삶과 사회에서 마주하는 일들을 가시화하는 전시 《여성의 일》이 열린다. 그것은 작가의 개인사에 깊이 배어 있는 고뇌일 수도 있고, 사회적 역할을 수행하면서 느끼는 갈등과 어려움일 수도 있다. 또한 다양하고 복잡한 층위에서 체감되는 가운데 세대 별로 다른 양상을 띠기까지 한다. 이 모든 문제들을 아우르면서 보다 나은 여성의 삶을 실천하기 위하여 총 11명의 여성 작가가 뭉쳤다. 회화, 사진, 영상, 설치 등을 가리지 않고 약 60점의 작품을 만나볼 수 있다. 2월 24일까지.
 
 
 
참여 작가 : 고등어, 노승복, 리금홍, 박자현, 양유연, 임춘희, 장파, 정정엽(입김), 정혜윤, 조혜정, 홍인숙
 
 
 
 


 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 12. 27.~2019. 2. 24.,서울 | 서울대학교 미술관
행복이 머무는 자리,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1548116369581.jpg,"
전시소개

 

국립어린이청소년도서관에서는 2018년 <도서관이야기> 표지작품을 포함하여 두요 김민정 작가의 작품을 전시합니다. 이용자 여러분의 많은 관람 부탁드립니다. 
 
 
 
 
 
ㅇ 기간: 2019. 1. 15.(화)~2. 24.(일) / 10:00~18:00
ㅇ 장소: 국립어린이청소년도서관 전시실(2층)
ㅇ 주최: 국립어린이청소년도서관
 
ㅇ 전시 내용
 - 2018년 <도서관이야기> 표지 그림 등 작가의 작품 30여 점 전시
 * `18 도서관이야기 표지 작가 : (두요) 김민정
 - 작가의 방 및 작가와 관련된 영상 설치
 - 작가의 작품을 활용한 어린이 체험존, 포토존 등 즐길 수 있도록 구성
 
 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2019. 1. 15.~2019. 2. 24.,서울 | 국립어린이청소년도서관
<이스트빌리지 뉴욕: 취약하고 극단적인>,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1546217980113.jpg,"
전시소개


<이스트빌리지 뉴욕: 취약하고 극단적인>
서울시립박물관 2, 3층
2018-12-13 ~ 2019-02-24

프로그램 소개
예술에 대한 정치적, 제도적 포섭에 반대하며 일상적 삶의 태도로서 시대정신을 실천하던 예술가들의 대표적 집결지였던 1980년대 뉴욕 이스트빌리지의 주요 작가들과 작품들을 조명하는 전시

공연정보
 예술에 대한 정치적, 제도적 포섭에 반대하며 일상적 삶의 태도로서 시대정신을 실천하던 예술가들의 대표적 집결지였던 1980년대 뉴욕 이스트빌리지의 주요 작가들과 작품들을 조명하는 전시 

요금
무료

문의
02-2124-8946
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 12. 13.~2019. 2. 24.,서울 | 서울시립미술관
"백제 생활문화 특별전시회 '검이불루 화이불치, 백제의 집'",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1545962268582.jpg,"
전시소개


한성백제박물관은 백제사람들이 주거와 건축문화를 집중적으로 조명하는 특별전시회, '검이불루 화이불치, 백제의 집'을 ㅐ막합니다.

한성을 비롯한 백제 왕도는 당대 최고 수준의 건축기술과 양식이 집중된 백제 문화의 핵심지역으로서 백제의 주거와 건축을 압축적으로 살펴볼 수 있습니다. 또한 백제 사람들의 일상이 녹아있는 주거공간을 통해 백제의 생활문화를 되돌아 볼 수 있습니다. 우리 전통 건축문화의 든든한 뿌리이자 원천인 백제의 건축문화를 느껴보는 소중한 시간이 되시길 바랍니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2018. 12. 21.~2019. 2. 24.,서울 | 한성백제박물관
